	Is ad		Related ad domain	Suspect domain	Ad blocked	Suspect blocked	Ad first appear	Suspect first appear	Related reasons	Similar paths			
19353	v	87	7202552.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-03-01	2016-09-30	cert	/collect.js (222)			
19354	v	88	10776457.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-05-28	2016-09-30	cert	/collect.js (222)			
19355	v	89	100008579.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-11-19	2016-09-30	cert	/collect.js (222)			
19356	v	90	10670985.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-04-06	2016-09-30	cert	/collect.js (222)			
19357	v	91	diesel.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-07-09	2016-09-30	cert	/collect.js (222)	  (252601)		
19358	v	92	100005072.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-06-05	2016-09-30	cert	/collect.js (222)			
19359	v	93	10290886.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-12-20	2016-09-30	cert	/collect.js (222)			
19360	v	94	100008436.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-11-02	2016-09-30	cert	/collect.js (222)			
19361	v	95	100023655.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-12-14	2016-09-30	cert	/collect.js (222)			
19362	v	96	6271404.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-02-09	2016-09-30	cert	/collect.js (222)			
19363	v	97	110004924.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-06-24	2016-09-30	cert	/collect.js (222)			
19364	v	98	514004604.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2021-01-17	2016-09-30	cert	/collect.js (222)			
19365	v	99	100016344.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-02-27	2016-09-30	cert	/collect.js (222)			
19366	v	100	7206597.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-02-18	2016-09-30	cert	/collect.js (222)			
19367	v	101	100008483.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-07-14	2016-09-30	cert	/collect.js (222)			
19368	v	102	7231159.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-02-17	2016-09-30	cert	/collect.js (222)			
19369	v	103	7276897.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-12-20	2016-09-30	cert	/collect.js (222)			
19370	v	104	7207354.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-09-11	2016-09-30	cert	/collect.js (222)			
19371	v	105	7234145.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-03-31	2016-09-30	cert	/collect.js (222)			
19372	v	106	10958473.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-12-23	2016-09-30	cert	/collect.js (222)			
19373	v	107	7279667.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-08-11	2016-09-30	cert	/collect.js (222)			
19374	v	108	7307943.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-04-29	2016-09-30	cert	/collect.js (222)			
19375	v	109	10979192.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-07-01	2016-09-30	cert	/collect.js (222)	  (252601)		
19376	v	110	7282918.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-02-25	2016-09-30	cert	/collect.js (222)			
19377	v	111	100011162.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-11-12	2016-09-30	cert	/collect.js (222)			
19378	v	112	6322059.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-06-11	2016-09-30	cert	/collect.js (222)			
19379	v	113	6152651.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-05-10	2016-09-30	cert	/collect.js (222)			
19380	v	114	7231264.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-02-05	2016-09-30	cert	/collect.js (222)			
19381	v	115	7200867.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-03-02	2016-09-30	cert	/collect.js (222)			
19382	v	116	100022806.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-03-29	2016-09-30	cert	/collect.js (222)			
19383	v	117	100006706.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-12-04	2016-09-30	cert	/collect.js (222)			
19384	v	118	514007909.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-09-24	2016-09-30	cert	/collect.js (222)			
19385	v	119	7209862.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-08-09	2016-09-30	cert	/collect.js (222)			
19386	v	120	100041137.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-12-26	2016-09-30	cert	/collect.js (222)			
19387	v	121	1047431.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-05-07	2016-09-30	cert	/collect.js (222)			
19388	v	122	100012982.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-02-15	2016-09-30	cert	/collect.js (222)			
19389	v	123	100868.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-06-27	2016-09-30	cert	/collect.js (222)			
19390	v	124	7205309.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-04-05	2016-09-30	cert	/collect.js (222)			
19391	v	125	100001806.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-03-28	2016-09-30	cert	/collect.js (222)			
19392	v	126	100005070.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-06-05	2016-09-30	cert	/collect.js (222)			
19393	v	127	500008751.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-11-10	2016-09-30	cert	/collect.js (222)			
19394	v	128	100002762.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-02-23	2016-09-30	cert	/collect.js (222)			
19395	v	129	7217221.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-09-05	2016-09-30	cert	/collect.js (222)			
19396	v	130	7229060.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-03-29	2016-09-30	cert	/collect.js (222)			
19397	v	131	7245018.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-04-02	2016-09-30	cert	/collect.js (222)			
19398	v	132	10515361.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-09-05	2016-09-30	cert	/collect.js (222)			
19399	v	133	100030014.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2021-02-22	2016-09-30	cert	/collect.js (222)			
19400	v	134	7277397.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-03-07	2016-09-30	cert	/collect.js (222)			
19401	v	135	6226985.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-09-05	2016-09-30	cert	/collect.js (222)			
19402	v	136	7307275.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-11-02	2016-09-30	cert	/collect.js (222)			
19403	v	137	100030570.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-07-26	2016-09-30	cert	/collect.js (222)			
19404	v	138	10907971.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-07-08	2016-09-30	cert	/collect.js (222)			
19405	v	139	100015220.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-12-30	2016-09-30	cert	/collect.js (222)			
19406	v	140	500008246.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-04-07	2016-09-30	cert	/collect.js (222)			
19407	v	141	100002415.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-12-17	2016-09-30	cert	/collect.js (222)			
19408	v	142	7219190.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-02-21	2016-09-30	cert	/collect.js (222)			
19409	v	143	500008614.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-07-10	2016-09-30	cert	/collect.js (222)			
19410	v	144	vbs.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-10-17	2016-09-30	cert	/collect.js (222)			
19411	v	145	7209582.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-06-27	2016-09-30	cert	/collect.js (222)			
19412	v	146	514007951.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-09-25	2016-09-30	cert	/collect.js (222)			
19413	v	147	7227150.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-11-28	2016-09-30	cert	/collect.js (222)			
19414	v	148	7233488.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-07-31	2016-09-30	cert	/collect.js (222)			
19415	v	149	110007238.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-07-20	2016-09-30	cert	/collect.js (222)			
19416	v	150	10925086.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-02-11	2016-09-30	cert	/collect.js (222)			
19417	v	151	6246716.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-10-26	2016-09-30	cert	/collect.js (222)			
19418	v	152	10399715.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-11-13	2016-09-30	cert	/collect.js (222)			
19419	v	153	100002664.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-04-21	2016-09-30	cert	/collect.js (222)			
19420	v	154	100012033.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-06-06	2016-09-30	cert	/collect.js (222)			
19421	v	155	6259509.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-08-05	2016-09-30	cert	/collect.js (222)	  (252601)		
19422	v	156	514004602.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2021-01-18	2016-09-30	cert	/collect.js (222)			
19423	v	157	10927655.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-07-03	2016-09-30	cert	/collect.js (222)			
19424	v	158	100023399.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-03-23	2016-09-30	cert	/collect.js (222)			
19425	v	159	7214679.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-03-29	2016-09-30	cert	/collect.js (222)			
19426	v	160	514003637.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-05-13	2016-09-30	cert	/collect.js (222)			
19427	v	161	7210396.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-05-26	2016-09-30	cert	/collect.js (222)			
19428	v	162	6383760.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-12-31	2016-09-30	cert	/collect.js (222)			
19429	v	163	100009658.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-09-09	2016-09-30	cert	/collect.js (222)			
19430	v	164	110007153.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-08-18	2016-09-30	cert	/collect.js (222)			
19431	v	165	7211126.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-04-07	2016-09-30	cert	/collect.js (222)			
19432	v	166	7205264.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-11-28	2016-09-30	cert	/collect.js (222)			
19433	v	167	matco.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-03-05	2016-09-30	cert	/collect.js (222)	  (252601)		
19434	v	168	7207343.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-06-15	2016-09-30	cert	/collect.js (222)			
19435	v	169	7222998.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-01-17	2016-09-30	cert	/collect.js (222)			
19436	v	170	100009044.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-04-04	2016-09-30	cert	/collect.js (222)			
19437	v	171	100030024.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-11-01	2016-09-30	cert	/collect.js (222)			
19438	v	172	10891699.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-08-29	2016-09-30	cert	/collect.js (222)			
19439	v	173	6208503.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-10-06	2016-09-30	cert	/collect.js (222)			
19440	v	174	7209406.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-07-25	2016-09-30	cert	/collect.js (222)			
19441	v	175	38688.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-03-14	2016-09-30	cert	/collect.js (222)			
19442	v	176	100027766.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-09-27	2016-09-30	cert	/collect.js (222)			
19443	v	177	7226027.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-09-28	2016-09-30	cert	/collect.js (222)			
19444	v	178	6407657.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-07-10	2016-09-30	cert	/collect.js (222)			
19445	v	179	7321753.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-09-21	2016-09-30	cert	/collect.js (222)			
19446	v	180	7296028.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-07-01	2016-09-30	cert	/collect.js (222)			
19447	v	181	7286882.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-11-13	2016-09-30	cert	/collect.js (222)			
19448	v	182	7237869.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-01-26	2016-09-30	cert	/collect.js (222)			
19449	v	183	7211335.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-06-21	2016-09-30	cert	/collect.js (222)			
19450	v	184	100007721.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-06-17	2016-09-30	cert	/collect.js (222)			
19451	v	185	100005488.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-02-07	2016-09-30	cert	/collect.js (222)			
19452	v	186	110006298.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-12-25	2016-09-30	cert	/collect.js (222)			
19453	v	187	6233070.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-03-10	2016-09-30	cert	/collect.js (222)			
19454	v	188	100009540.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-07-26	2016-09-30	cert	/collect.js (222)			
19455	v	189	7001922.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-03-02	2016-09-30	cert	/collect.js (222)			
19456	v	190	100002066.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-01-04	2016-09-30	cert	/collect.js (222)			
19457	v	191	carscomconsumer.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-12-29	2016-09-30	cert	/collect.js (222)			
19458	v	192	7322111.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-08-29	2016-09-30	cert	/collect.js (222)			
19459	v	193	exacttarget.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-02-14	2016-09-30	cert	/collect.js (222)			
19460	v	194	100032793.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2019-10-26	2016-09-30	cert	/collect.js (222)			
19461	v	195	7203678.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-04-11	2016-09-30	cert	/collect.js (222)			
19462	v	196	7000324.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-05-09	2016-09-30	cert	/collect.js (222)			
19463	v	197	514003845.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-08-06	2016-09-30	cert	/collect.js (222)			
19464	v	198	10497809.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-07-01	2016-09-30	cert	/collect.js (222)			
19465	v	199	108423.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-03-01	2016-09-30	cert	/collect.js (222)			
19466	v	200	100010274.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-10-26	2016-09-30	cert	/collect.js (222)			
19467	v	201	100008946.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-05-04	2016-09-30	cert	/collect.js (222)			
19468	v	202	7200706.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2015-03-04	2016-09-30	cert	/collect.js (222)			
19469	v	203	7288959.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-02-21	2016-09-30	cert	/collect.js (222)			
19470	v	204	10914341.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-03-20	2016-09-30	cert	/collect.js (222)			
19471	v	205	10965211.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-04-05	2016-09-30	cert	/collect.js (222)			
19472	v	206	48429.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2017-02-14	2016-09-30	cert	/collect.js (222)			
19473	v	207	10794649.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2018-10-14	2016-09-30	cert	/collect.js (222)			
19474	v	208	514007980.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-10-28	2016-09-30	cert	/collect.js (222)			
19475	v	209	514004007.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-12-11	2016-09-30	cert	/collect.js (222)			
19476	v	210	100038804.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2020-06-26	2016-09-30	cert	/collect.js (222)			
19477	v	211	marcjacobs.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-06-10	2016-09-30	cert	/collect.js (222)			
19478	v	212	7242909.collect.igodigital.com	1002661.collect.igodigital.com	2015-03-01	X	2016-08-18	2016-09-30	cert	/collect.js (222)			
19479	v	0	c.sibnet.ru	cvt1.sibnet.ru	2020-10-19	X	2020-05-10	2019-11-07	cert	/sbcount (3)	  (252601)		
19480	v	1	counter.sibnet.ru	cvt1.sibnet.ru	2017-12-14	X	2015-03-05	2019-11-07	cert	/sbcount (3)	  (252601)		
19481	x	0	murdoch-website-001.azurewebsites.net	georgiaaquarium.azurewebsites.net	2018-09-28	X	2017-04-06	2017-01-11	cert	/images/default-source/homepage (10)	 /images/default-source/default-album (105)	 /images/default-source (180)	
19482	v	0	www.jumia.com.ng	www.jumia.ci	2020-04-10	X	2015-03-01	2015-03-14	cert	/assets_he/js/common.dce84853.js (2)	 /assets_he/js/common.fe816588.js (2)	 /assets_he/js/pages/home/index.96edc0ef.js (2)	
19483	v	0	hema.emsecure.net	reworldmedia.emsecure.net	2015-03-01	X	2015-03-03	2017-04-24	cert	/optiext (13)			
19484	v	1	grupoplaneta.emsecure.net	reworldmedia.emsecure.net	2015-03-01	X	2015-03-14	2017-04-24	cert	/optiext (13)			
19485	v	0	stats02.topix.com	stats.topix.com	2019-01-12	2015-12-11	2017-09-05	2015-07-04	cert	/exception.gif (2)	  (252601)		
19486	v	0	prpwebpushdemo.moengage.com	websdk.moengage.com	2020-07-08	2020-07-08	2016-08-13	2016-03-25	cert	/websdksettings (2)	  (252601)		
19487	v	0	static.4wnetwork.com	optimized-by.4wnetwork.com	2016-05-22	2016-05-22	2016-05-14	2016-05-14	cert	/simply_loader.js (3)	  (252601)		
19488	v	0	track.twcouponcenter.com	track.affsrc.com	2019-08-08	X	2018-11-21	2019-06-07	cert	/track/imp/img (4)			
19489	v	0	privacy-policy.truste.com	content.truste.com	2020-08-23	X	2015-03-01	2020-01-28	cert	/privacy-seal (2)	 /privacy-seal/seal (2)	  (252601)	
19490	v	0	cdn-aitg.widerplanet.com	astg.widerplanet.com	2017-04-23	2017-04-23	2016-05-25	2015-03-03	cert	/js/wp_astg_4.0.js (2)	 /js (23830)		
19491	v	0	validate.onecount.net	fmc-validate.onecount.net	2017-05-17	X	2016-09-10	2016-03-05	cert	/onecount/automation/a.php (3)	 /onecount (5)	  (252601)	
19492	x	0	dsms0mj1bbhn4.cloudfront.net	dmcolafwvvbhg.cloudfront.net	2016-10-17	X	2015-03-01	2020-01-04	cert	/assets/homepage (158)	 /assets (13805)	  (252601)	
19493	v	0	track.twcouponcenter.com	track.twshop4coupon.com	2019-08-08	X	2018-11-21	2018-11-21	cert	/track/imp/img (4)			
19494	v	0	analytics.socialblade.com	sia.socialblade.com	2016-05-24	X	2016-03-06	2019-06-04	cert	/cb/cb.php (5)			
19495	v	1	cupid.socialblade.com	sia.socialblade.com	2021-02-01	X	2020-12-30	2019-06-04	cert	/cb/cb.php (5)			
19496	v	0	serve.czilladx.com	czilladx.com	2017-11-30	2017-11-30	2017-06-30	2017-10-29	cert	/serve/jslib (3)	 /serve (63)		
19497	v	1	request-global.czilladx.com	czilladx.com	2017-11-30	2017-11-30	2020-03-18	2017-10-29	cert	/serve (63)			
19498	v	0	cdn.omeda.com	cdn.omedastaging.com	2015-03-01	X	2019-12-30	2020-01-09	cert	/hosted/images/dragon/generic (2)	 /hosted/images/dragon (2)		
19499	x	0	dx82u1pulx6jk.cloudfront.net	d3c1o29vn1cnaw.cloudfront.net	2017-10-08	X	2015-03-01	2018-06-24	cert	/pub (333)	  (252601)		
19500	x	0	dx82u1pulx6jk.cloudfront.net	d3bhkfflm31nhp.cloudfront.net	2017-10-08	X	2015-03-01	2018-09-24	cert	/pub (333)			
19501	v	0	tradecraft.s.llnwi.net	cmmedia.hs.llnwd.net	2020-01-30	X	2020-01-25	2017-11-26	cert	/v1 (646)			
19502	v	0	banner.1und1.de	www.1und1.de	2015-03-01	2018-04-26	2016-01-09	2015-03-02	cert	/xml (41)	  (252601)		
19503	v	0	d258j801nsw1p7.cloudfront.net	d3ujb2t8x8alxd.cloudfront.net	2016-08-12	2016-08-12	2016-07-02	2016-03-13	cert	/rmgjsc/gpfscript (3)	 /rmgpsc/5860/searchbg.png (6)	 /rmgisc/r/305200/199273_36.jpg (6)	
19504	v	0	track.bazonline.ch	track.24heures.ch	2015-06-12	2015-06-12	2020-03-25	2015-03-02	cert	/cre-1.0/tracking/tracking.js (14)	 /cre-1.0/api/tracking/service (15)	 /cre-1.0 (17)	
19505	v	0	rtg.liveads.jp	www2.liveads.jp	2018-07-04	2018-07-04	2015-03-02	2015-03-13	cert	/rm/track.js (2)			
19506	v	0	counter9.fcs.ovh	counter9.fcs.ovh:8080	2016-03-07	2016-03-07	2015-10-27	2015-10-27	cert	/private (32)			
19507	v	0	analytics.socialblade.com	analytics2.socialblade.com	2016-05-24	X	2016-03-06	2017-02-22	cert	/cb/cb.php (5)			
19508	v	1	cupid.socialblade.com	analytics2.socialblade.com	2021-02-01	X	2020-12-30	2017-02-22	cert	/cb/cb.php (5)			
19509	v	0	js-ssl.aaddcount.com	js.aaddcount.com	2017-11-02	2017-11-02	2018-08-07	2017-05-06	cert	/000/000 (16)	 /000 (44)	  (252601)	
19510	v	0	proto2ad.durasite.net	bjad.durasite.net	2018-02-28	2018-02-28	2015-03-07	2015-03-09	cert	/A-affiliate2/mobile (4)			
19511	v	1	netdreamersad.durasite.net	bjad.durasite.net	2018-02-28	2018-02-28	2015-04-07	2015-03-09	cert	/A-affiliate2/mobile (4)			
19512	v	2	sankei2ad.durasite.net	bjad.durasite.net	2015-03-01	2018-02-28	2015-03-01	2015-03-09	cert	/A-affiliate2/mobile (4)			
19513	v	0	static.sunmedia.tv	platform.sunmedia.tv	2018-11-25	2018-11-25	2018-10-24	2018-06-06	cert	/integrations (9)			
19514	v	0	static.jumia.com.ng	static.jumia.ma	2018-04-28	X	2015-03-01	2017-11-19	cert	/cms (706)	 /api (1519)	  (252601)	
19515	x	0	d18xeipe1243h6.cloudfront.net	d20knrsyadwlc4.cloudfront.net	2015-03-01	X	2016-03-05	2015-03-01	cert	/c (526)	  (252601)		
19516	v	0	analytics.mouthshut.com	mstrack.mouthshut.com	2019-12-28	X	2019-11-13	2015-03-03	cert	/index.aspx (65)			
19517		0	cashinme.com	splashnology.com	2017-09-25	X	2017-08-21	2015-03-10	dns				
19518		1	fastdlr.com	splashnology.com	2020-07-30	X	2020-04-28	2015-03-10	dns				
19519		2	marphezis.com	splashnology.com	2015-03-01	X	2015-09-07	2015-03-10	dns				
19520	v	0	p0.tribl.io	tribl.io	2018-12-12	2018-12-07	2016-06-09	2017-04-07	dns	/footer.js (12)	 /h.js (12)	  (252601)	
19521	v	0	app.paydotcom.com	pdcbuttons.com	2015-03-01	X	2018-09-03	2018-09-03	cert	/pb/5a3cc80f (2)	 /pb/421f1392 (2)		
19522	v	0	d32r9jwgeu9dzx.cloudfront.net	do02v6ejdir9s.cloudfront.net	2018-10-09	2018-10-09	2018-05-13	2018-01-23	cert	/prod-global-323541.js (2)	  (252601)		
19523	v	0	counter5.fcs.ovh	counter5.fcs.ovh:8080	2016-03-07	2016-03-07	2016-01-19	2016-03-05	cert	/private (32)			
19524	v	0	a.klaviyo.com	www.klaviyo.com	2018-02-19	X	2015-11-06	2015-03-01	cert	/media/css/public (2)	 /media/js/public/klaviyo_subscribe.js (2)	 /media/css (547)	
19525	v	0	68435223-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2017-02-07	2017-01-18	cert	/rfk/js (33)			
19526	v	1	249160348-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2016-09-12	2017-01-18	cert	/rfk/js (33)			
19527	v	2	168695269-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2018-03-19	2017-01-18	cert	/rfk/js (33)			
19528	v	3	112989469-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2018-10-29	2017-01-18	cert	/rfk/js (33)			
19529	v	4	49231796-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2019-01-29	2017-01-18	cert	/rfk/js (33)			
19530	v	5	257867023-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2016-11-19	2017-01-18	cert	/rfk/js (33)			
19531	v	6	162496825-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2018-04-09	2017-01-18	cert	/rfk/js (33)			
19532	v	7	236151303-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2020-07-10	2017-01-18	cert	/rfk/js (33)			
19533	v	8	121443083-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2017-09-29	2017-01-18	cert	/rfk/js (33)			
19534	v	9	229999240-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2018-08-30	2017-01-18	cert	/rfk/js (33)			
19535	v	10	269126707-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2018-10-08	2017-01-18	cert	/rfk/js (33)			
19536	v	11	112989470-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2020-06-10	2017-01-18	cert	/rfk/js (33)			
19537	v	12	45123878-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2019-02-24	2017-01-18	cert	/rfk/js (33)			
19538	v	13	149436981-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2019-11-16	2017-01-18	cert	/rfk/js (33)			
19539	v	14	50008749-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2019-10-17	2017-01-18	cert	/rfk/js (33)			
19540	v	15	140079658-prod.rfksrv.com	259817494-prod.rfksrv.com	2018-04-06	2018-04-06	2018-07-06	2017-01-18	cert	/rfk/js (33)			
