	Is ad		Related ad domain	Suspect domain	Ad blocked	Suspect blocked	Ad first appear	Suspect first appear	Related reasons	Similar paths			
1220	v	89	frpuhcwt.podfdch.com	tkhlnoqa.podfdch.com	2020-09-06	2020-09-06	2020-12-04	2020-05-29	dns	cert			
1221	v	90	jpdaawyi.podfdch.com	tkhlnoqa.podfdch.com	2020-09-06	2020-09-06	2020-11-01	2020-05-29	dns	cert			
1222	v	91	ewripwjf.podfdch.com	tkhlnoqa.podfdch.com	2020-09-06	2020-09-06	2020-12-19	2020-05-29	dns	cert			
1223	v	92	xchzeift.podfdch.com	tkhlnoqa.podfdch.com	2020-09-06	2020-09-06	2020-04-21	2020-05-29	dns	cert			
1224	v	93	xoldvylv.podfdch.com	tkhlnoqa.podfdch.com	2020-09-06	2020-09-06	2020-06-20	2020-05-29	dns	cert			
1225	v	94	avqgugxa.podfdch.com	tkhlnoqa.podfdch.com	2020-09-06	2020-09-06	2020-09-24	2020-05-29	dns	cert			
1226	v	95	mommhore.podfdch.com	tkhlnoqa.podfdch.com	2020-09-06	2020-09-06	2020-08-17	2020-05-29	dns	cert			
1227	v	0	g.ezoic.net	paper-replika.com	2015-03-01	2018-11-12	2015-10-23	2015-05-03	dns	/ezoic (134)	 /utilcave_com (388)	 /detroitchicago/rochester.js (506)	
1228	v	0	cdnvideo.mobi	asg.makemewell.pro	2020-08-05	X	2020-08-05	2020-04-15	dns	/api/spots (21)	  (252601)		
1229	v	1	a.o333o.com	asg.makemewell.pro	2015-03-01	X	2015-09-04	2020-04-15	dns	/api/spots/79603 (2)	 /api/spots/78624 (2)	 /api/spots/78625 (2)	
1230	v	2	z0000g.yvmads.com	asg.makemewell.pro	2020-01-15	X	2019-12-17	2020-04-15	dns	/api/spots (21)	  (252601)		
1231	v	3	softspace.mobi	asg.makemewell.pro	2020-09-21	X	2020-08-24	2020-04-15	dns	/api/spots (21)	  (252601)		
1232	v	4	uk.boffinsoft.com	asg.makemewell.pro	2019-11-14	X	2020-08-20	2020-04-15	dns	/api/spots (21)			
1233	v	5	a.nvrblk.xyz	asg.makemewell.pro	2020-09-02	X	2020-08-05	2020-04-15	dns	/api/spots (21)	  (252601)		
1234	v	6	a.xxe2.com	asg.makemewell.pro	2020-05-31	X	2020-02-09	2020-04-15	dns	/api/spots (21)			
1235	v	0	8nc8shot.txxx.com	myashot.txxx.com	2018-06-10	2018-06-10	2018-07-27	2018-03-07	dns	/txxx_pass/nvb_f_l.3.3.js (2)	 /txxx_pass (3)	  (252601)	
1236	x	0	d18xeipe1243h6.cloudfront.net	d1naemzkka1n8z.cloudfront.net	2015-03-01	X	2016-03-05	2015-03-04	cert	/c (526)	  (252601)		
1237	v	0	wyuxy.com	vjcbm.com	2016-05-24	2016-05-24	2016-01-12	2016-03-05	dns				
1238	v	1	jkolp.com	vjcbm.com	2016-05-24	2016-05-24	2015-03-05	2016-03-05	dns				
1239	v	2	fderty.com	vjcbm.com	2018-04-24	2016-05-24	2018-02-28	2016-03-05	dns				
1240	v	3	elnpe.com	vjcbm.com	2016-05-24	2016-05-24	2015-05-05	2016-03-05	dns				
1241	v	4	ynwia.com	vjcbm.com	2016-05-24	2016-05-24	2016-01-01	2016-03-05	dns				
1242	v	5	xvhvm.top	vjcbm.com	2017-12-25	2016-05-24	2016-11-23	2016-03-05	dns				
1243	v	6	qaadv.com	vjcbm.com	2016-05-24	2016-05-24	2015-03-01	2016-03-05	dns				
1244	v	0	quwtaxxe.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-03-22	2020-05-19	dns	cert			
1245	v	1	nuhmsqwj.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-09-03	2020-05-19	dns	cert			
1246	v	2	drcuyatf.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-27	2020-05-19	dns	cert			
1247	v	3	dddnfqmq.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-09-15	2020-05-19	dns	cert			
1248	v	4	cagksrkf.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-01	2020-05-19	dns	cert			
1249	v	5	ucfjovxc.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-10-27	2020-05-19	dns	cert			
1250	v	6	qzagebzj.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-11-03	2020-05-19	dns	cert			
1251	v	7	sbifqivp.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-03-29	2020-05-19	dns	cert			
1252	v	8	fdjaruod.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-18	2020-05-19	dns	cert			
1253	v	9	nzccloiv.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-05-02	2020-05-19	dns	cert			
1254	v	10	yvgaocjf.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-11-19	2020-05-19	dns	cert			
1255	v	11	gisibalv.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-05-31	2020-05-19	dns	cert			
1256	v	12	sxtdtlqg.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-18	2020-05-19	dns	cert			
1257	v	13	ahsipjna.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-18	2020-05-19	dns	cert			
1258	v	14	cfdfdpsw.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-05-01	2020-05-19	dns	cert			
1259	v	15	bsbygnkl.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-08-29	2020-05-19	dns	cert			
1260	v	16	nlgufbrn.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-09-16	2020-05-19	dns	cert			
1261	v	17	vgjbbtaf.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-08-13	2020-05-19	dns	cert			
1262	v	18	kmnjnrui.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-28	2020-05-19	dns	cert			
1263	v	19	qacuwaah.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-05	2020-05-19	dns	cert			
1264	v	20	cycrbrhn.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-18	2020-05-19	dns	cert			
1265	v	21	crgjgtmv.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-08-20	2020-05-19	dns	cert			
1266	v	22	wxtmfjls.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-11-19	2020-05-19	dns	cert			
1267	v	23	znmmqlwd.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-12-24	2020-05-19	dns	cert			
1268	v	24	iahijbxb.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-03-18	2020-05-19	dns	cert			
1269	v	25	tkhlnoqa.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-05-29	2020-05-19	dns	cert			
1270	v	26	bdqfynss.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-19	2020-05-19	dns	cert			
1271	v	27	rovivhzq.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-10-01	2020-05-19	dns	cert			
1272	v	28	dsiuplbb.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-18	2020-05-19	dns	cert			
1273	v	29	gsyffftl.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-16	2020-05-19	dns	cert			
1274	v	30	ltuhmkbh.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-10-17	2020-05-19	dns	cert			
1275	v	31	tlxlhblf.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-18	2020-05-19	dns	cert			
1276	v	32	lxrtlnxp.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-09-16	2020-05-19	dns	cert			
1277	v	33	qbcsrycx.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-05-08	2020-05-19	dns	cert			
1278	v	34	edqbitda.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-12-02	2020-05-19	dns	cert			
1279	v	35	oviuansd.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-09-30	2020-05-19	dns	cert			
1280	v	36	gaaajrsb.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-08	2020-05-19	dns	cert			
1281	v	37	mnsmgvor.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-17	2020-05-19	dns	cert			
1282	v	38	vbpttprj.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-03-19	2020-05-19	dns	cert			
1283	v	39	gekzjihs.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-12-05	2020-05-19	dns	cert			
1284	v	40	syoaziwx.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-21	2020-05-19	dns	cert			
1285	v	41	naulcnbi.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-17	2020-05-19	dns	cert			
1286	v	42	wpimrxyu.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-08-05	2020-05-19	dns	cert			
1287	v	43	urunnuxo.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-01	2020-05-19	dns	cert			
1288	v	44	odllmmfm.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2019-12-02	2020-05-19	dns	cert			
1289	v	45	cduvayzt.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-10-02	2020-05-19	dns	cert			
1290	v	46	cnooqfia.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-10-17	2020-05-19	dns	cert			
1291	v	47	cbosxhae.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-08-17	2020-05-19	dns	cert			
1292	v	48	zklluzlc.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-03-22	2020-05-19	dns	cert			
1293	v	49	mjmqkanx.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-05-21	2020-05-19	dns	cert			
1294	v	50	rnuummuz.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-05-19	2020-05-19	dns	cert			
1295	v	51	oytvriuu.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-02-15	2020-05-19	dns	cert			
1296	v	52	nvsamdfo.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-11-24	2020-05-19	dns	cert			
1297	v	53	sokmesok.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-12-05	2020-05-19	dns	cert			
1298	v	54	pmrssyxs.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-05-27	2020-05-19	dns	cert			
1299	v	55	tqsbdetu.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-10-24	2020-05-19	dns	cert			
1300	v	56	otfgerej.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-11	2020-05-19	dns	cert			
1301	v	57	vdguafpk.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-05-14	2020-05-19	dns	cert			
1302	v	58	jkijzekf.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-18	2020-05-19	dns	cert			
1303	v	59	vqkvxkun.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-30	2020-05-19	dns	cert			
1304	v	60	eagiueke.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-23	2020-05-19	dns	cert			
1305	v	61	jnosheys.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-18	2020-05-19	dns	cert			
1306	v	62	nczxlznw.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-18	2020-05-19	dns	cert			
1307	v	63	kgcuqsaf.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-03-24	2020-05-19	dns	cert			
1308	v	64	mzeibljv.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-30	2020-05-19	dns	cert			
1309	v	65	llsyuvpe.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-10-31	2020-05-19	dns	cert			
1310	v	66	hetvzvri.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-28	2020-05-19	dns	cert			
1311	v	67	jlnstbfr.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-08-07	2020-05-19	dns	cert			
1312	v	68	aeqkzsno.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-08-31	2020-05-19	dns	cert			
1313	v	69	yvymwlgz.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-08-29	2020-05-19	dns	cert			
1314	v	70	spflfrpz.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-10-04	2020-05-19	dns	cert			
1315	v	71	leidakor.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-12-01	2020-05-19	dns				
1316	v	72	jbwturzi.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-10-29	2020-05-19	dns	cert			
1317	v	73	iuoeacjo.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-10-01	2020-05-19	dns	cert			
1318	v	74	ihvsbzlh.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-18	2020-05-19	dns	cert			
1319	v	75	qnjoyqjy.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-11-19	2020-05-19	dns	cert			
1320	v	76	innfogqo.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-08-19	2020-05-19	dns	cert			
1321	v	77	hnnbnktj.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-22	2020-05-19	dns	cert			
1322	v	78	gkxwihhn.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-08	2020-05-19	dns	cert			
1323	v	79	qdjktefm.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-05	2020-05-19	dns	cert			
1324	v	80	brroexdz.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-31	2020-05-19	dns	cert			
1325	v	81	ktzhytph.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-09-19	2020-05-19	dns	cert			
1326	v	82	ljwbedny.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-18	2020-05-19	dns	cert			
1327	v	83	nwfdluvz.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-05-17	2020-05-19	dns	cert			
1328	v	84	keodgkmr.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-22	2020-05-19	dns	cert			
1329	v	85	ogwrvrse.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-09-25	2020-05-19	dns	cert			
1330	v	86	uhechyac.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-08-16	2020-05-19	dns	cert			
1331	v	87	ihbwcnpx.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-07-07	2020-05-19	dns	cert			
1332	v	88	frpuhcwt.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-12-04	2020-05-19	dns	cert			
1333	v	89	jpdaawyi.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-11-01	2020-05-19	dns	cert			
1334	v	90	ewripwjf.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-12-19	2020-05-19	dns	cert			
1335	v	91	xchzeift.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-21	2020-05-19	dns	cert			
1336	v	92	xoldvylv.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-06-20	2020-05-19	dns	cert			
1337	v	93	avqgugxa.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-09-24	2020-05-19	dns	cert			
1338	v	94	mommhore.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-08-17	2020-05-19	dns	cert			
1339	v	95	ppzlahfk.podfdch.com	ensjpqxo.podfdch.com	2020-09-06	2020-09-06	2020-04-02	2020-05-19	dns	cert			
1340	v	0	nv2.tveta.naver.net	nv1.tveta.naver.net	2018-09-21	2018-09-21	2016-01-27	2016-01-27	dns	cert	/libs (517)		
1341	v	1	tveta.naver.net	nv1.tveta.naver.net	2018-09-21	2018-09-21	2016-01-27	2016-01-27	cert	/libs (517)			
1342		0	cashinme.com	tecreativeservices.com	2017-09-25	X	2017-08-21	2016-10-02	dns				
1343		1	fastdlr.com	tecreativeservices.com	2020-07-30	X	2020-04-28	2016-10-02	dns				
1344		2	marphezis.com	tecreativeservices.com	2015-03-01	X	2015-09-07	2016-10-02	dns				
1345	v	0	meowpushnot.com	nicksstevmark.com	2020-04-07	2021-01-19	2020-04-14	2021-01-03	dns	/pn07uscr/f/tr/zavbn (22)	  (252601)		
1346	v	1	pkhhyool.com	nicksstevmark.com	2019-10-09	2021-01-19	2019-09-17	2021-01-03	dns	/bultykh/ipp24/7/bazinga (14)	 /i/npage (18)	 /pn07uscr/f/tr/zavbn (22)	
1347	v	2	popsoffer.com	nicksstevmark.com	2019-10-09	2021-01-19	2020-09-18	2021-01-03	dns	/i/npage (18)	 /pn07uscr/f/tr/zavbn (22)	  (252601)	
1348	v	3	sharieta.com	nicksstevmark.com	2019-10-09	2021-01-19	2020-09-11	2021-01-03	dns	/pn07uscr/f/tr/zavbn (22)	  (252601)		
1349	v	4	honeycshfferufrew.com	nicksstevmark.com	2020-09-04	2021-01-19	2020-09-19	2021-01-03	dns	/i/npage (18)	  (252601)		
1350	v	5	exoprsdds.com	nicksstevmark.com	2019-10-09	2021-01-19	2020-07-02	2021-01-03	dns	/i/npage (18)	 /pn07uscr/f/tr/zavbn (22)	  (252601)	
1351	v	6	crocopop.com	nicksstevmark.com	2020-03-23	2021-01-19	2020-05-13	2021-01-03	dns	/pn07uscr/f/tr/zavbn (22)	  (252601)		
1352	v	7	ppfrlfe.com	nicksstevmark.com	2019-10-09	2021-01-19	2020-09-19	2021-01-03	dns	/bultykh/ipp24/7/bazinga (14)	  (252601)		
1353	v	8	noproblfr.com	nicksstevmark.com	2019-10-09	2021-01-19	2020-02-27	2021-01-03	dns	/bultykh/ipp24/7/bazinga (14)	 /i/npage (18)	 /pn07uscr/f/tr/zavbn (22)	
1354	v	9	qfjherc.com	nicksstevmark.com	2019-10-09	2021-01-19	2020-07-02	2021-01-03	dns	/bultykh/ipp24/7/bazinga/1763994 (3)	 /bultykh/ipp24/7/bazinga (14)	 /i/npage (18)	
1355	v	10	dumbpop.com	nicksstevmark.com	2020-04-09	2021-01-19	2020-04-27	2021-01-03	dns	/bultykh/ipp24/7/bazinga (14)	  (252601)		
1356	v	0	dailynewsrecord.wanderful.ownlocal.com	local.brainerddispatch.com	2018-04-21	2017-01-31	2017-08-07	2016-09-23	dns	/embed.js (137)	  (252601)		
1357	v	1	widget.secure.ownlocal.com	local.brainerddispatch.com	2017-01-31	2017-01-31	2016-12-23	2016-09-23	dns	/embed.js (137)	 /embed (590)	  (252601)	
1358	v	2	local.lmtribune.com.local.ownlocal.com	local.brainerddispatch.com	2017-01-31	2017-01-31	2016-07-25	2016-09-23	dns	/embed.js (137)	 /embed (590)	  (252601)	
1359	v	0	parkingcrew.net	js.parkingcrew.net	2017-01-22	2017-01-22	2015-03-03	2015-08-01	cert	/assets/scripts/tier2caf.js (2)	 /jsparkcaf.php (2)	 /assets/scripts (375)	
1360	v	0	d2c4ylitp1qu24.cloudfront.net	d3nlsqakj8rgsf.cloudfront.net	2019-05-28	X	2019-05-21	2020-05-31	cert	/script.js (290)			
1361	v	1	d29dbajta0the9.cloudfront.net	d3nlsqakj8rgsf.cloudfront.net	2019-03-01	X	2018-06-29	2020-05-31	cert	/script.js (290)			
1362	v	2	d3asksgk2foh5m.cloudfront.net	d3nlsqakj8rgsf.cloudfront.net	2018-11-17	X	2018-11-14	2020-05-31	cert	/script.js (290)			
1363	v	3	d3l320urli0p1u.cloudfront.net	d3nlsqakj8rgsf.cloudfront.net	2019-05-17	X	2018-10-30	2020-05-31	cert	/script.js (290)			
1364	v	4	d3a42c7xs4vn3.cloudfront.net	d3nlsqakj8rgsf.cloudfront.net	2019-02-05	X	2018-09-27	2020-05-31	cert	/script.js (290)			
1365	v	5	d1il9t8pu4dsoj.cloudfront.net	d3nlsqakj8rgsf.cloudfront.net	2019-04-02	X	2018-07-24	2020-05-31	cert	/script.js (290)			
1366	v	0	go.pardot.com	ww2.shopsocially.com	2015-03-01	X	2015-03-01	2015-03-01	dns	/l/21162/2014-04-29/7y2p1 (2)	 /images/required.gif (7)	 /css/form.css (76)	
1367	v	0	d-test.39.net	d.39.net	2017-07-14	2015-09-08	2016-09-08	2015-05-10	dns	cert	/a.htm (5)		
1368	v	0	d2c4ylitp1qu24.cloudfront.net	d366hjrlj3b70l.cloudfront.net	2019-05-28	X	2019-05-21	2019-06-16	cert	/script.js (290)			
1369	v	1	d29dbajta0the9.cloudfront.net	d366hjrlj3b70l.cloudfront.net	2019-03-01	X	2018-06-29	2019-06-16	cert	/script.js (290)			
1370	v	2	d3asksgk2foh5m.cloudfront.net	d366hjrlj3b70l.cloudfront.net	2018-11-17	X	2018-11-14	2019-06-16	cert	/script.js (290)			
1371	v	3	d3l320urli0p1u.cloudfront.net	d366hjrlj3b70l.cloudfront.net	2019-05-17	X	2018-10-30	2019-06-16	cert	/script.js (290)			
1372	v	4	d3a42c7xs4vn3.cloudfront.net	d366hjrlj3b70l.cloudfront.net	2019-02-05	X	2018-09-27	2019-06-16	cert	/script.js (290)			
1373	v	5	d1il9t8pu4dsoj.cloudfront.net	d366hjrlj3b70l.cloudfront.net	2019-04-02	X	2018-07-24	2019-06-16	cert	/script.js (290)			
1374	v	0	ny8yoo2ro5aa.com	wedgeenclosed.com	2020-05-15	X	2020-04-10	2020-10-21	dns	/b7 (33)	  (252601)		
1375	v	1	pl15792736.cpmprofitablecontent.com	wedgeenclosed.com	2020-09-03	X	2020-09-24	2020-10-21	dns	/21 (110)	  (252601)		
1376	v	2	dpypzvjarj.com	wedgeenclosed.com	2018-11-25	X	2018-08-21	2020-10-21	dns	/b7 (33)	  (252601)		
1377	v	3	graniteacquitcharacteristic.com	wedgeenclosed.com	2020-09-07	X	2020-09-20	2020-10-21	dns	/b7/89/1f/b7891fcd286f8cf27684bf112d5bf608.js (2)	  (252601)		
1378	v	4	newmayads.com	wedgeenclosed.com	2019-05-24	X	2019-05-11	2020-10-21	dns	/b7 (33)	  (252601)		
1379	v	0	pw.wpu.sh	sw.wpu.sh	2019-06-05	2020-01-07	2019-05-04	2019-07-03	dns	/script/main.js (21)	  (252601)		
1380	v	1	gg.faromen.online	sw.wpu.sh	2020-09-11	2020-01-07	2020-10-15	2019-07-03	dns	/script/main.js (21)	  (252601)		
1381	v	2	sw.wpush.org	sw.wpu.sh	2020-02-28	2020-01-07	2020-02-20	2019-07-03	dns	/script/main.js (21)	  (252601)		
1382	v	3	vasgenerete.site	sw.wpu.sh	2020-09-20	2020-01-07	2020-06-16	2019-07-03	dns	/npc (4)	  (252601)		
1383	v	4	gu7socdn.txxx.com	sw.wpu.sh	2020-10-22	2020-01-07	2020-08-20	2019-07-03	dns	/npc (4)	 /script/main.js (21)		
1384	v	0	koi-9ew5v7qm.sharpspring.com	koi-183s4gq.sharpspring.com	2015-07-10	2015-07-10	2015-08-01	2015-04-13	dns	cert	/client/noform.js (15)		
1385	v	1	koi-13rm5dk.sharpspring.com	koi-183s4gq.sharpspring.com	2015-07-10	2015-07-10	2015-04-04	2015-04-13	dns	cert	/client/noform.js (15)		
1386	v	2	koi-880wwqge.sharpspring.com	koi-183s4gq.sharpspring.com	2015-07-10	2015-07-10	2015-06-24	2015-04-13	cert	/client (203)			
1387	v	3	koi-9gmq6cby.sharpspring.com	koi-183s4gq.sharpspring.com	2015-07-10	2015-07-10	2015-12-25	2015-04-13	cert	/client (203)			
1388	v	0	itpuk-mms.itpro.co.uk	cm-mms.coachmag.co.uk	2021-02-28	X	2020-08-23	2020-08-16	dns	cert	/wrapperMessagingWithoutDetection.js (103)		
1389	v	0	wyuxy.com	ynwia.com	2016-05-24	2016-05-24	2016-01-12	2016-01-01	dns				
1390	v	1	jkolp.com	ynwia.com	2016-05-24	2016-05-24	2015-03-05	2016-01-01	dns				
1391	v	2	vjcbm.com	ynwia.com	2016-05-24	2016-05-24	2016-03-05	2016-01-01	dns				
1392	v	3	fderty.com	ynwia.com	2018-04-24	2016-05-24	2018-02-28	2016-01-01	dns				
1393	v	4	elnpe.com	ynwia.com	2016-05-24	2016-05-24	2015-05-05	2016-01-01	dns				
1394	v	5	xvhvm.top	ynwia.com	2017-12-25	2016-05-24	2016-11-23	2016-01-01	dns				
1395	v	6	qaadv.com	ynwia.com	2016-05-24	2016-05-24	2015-03-01	2016-01-01	dns				
1396	v	0	d3aiy6aqoa3ykz.cloudfront.net	drlimmode9ddd.cloudfront.net	2015-03-01	X	2019-08-28	2021-02-15	cert	/f (412)	  (252601)		
1397		0	cashinme.com	www.youtubereloaded.com	2017-09-25	X	2017-08-21	2015-03-08	dns				
1398		1	fastdlr.com	www.youtubereloaded.com	2020-07-30	X	2020-04-28	2015-03-08	dns				
1399		2	marphezis.com	www.youtubereloaded.com	2015-03-01	X	2015-09-07	2015-03-08	dns				
1400	x	0	j83ad.speedrun.com	as01.dotabuff.com	2021-02-20	X	2021-02-06	2019-09-04	dns	/a.js (32)			
1401	v	0	cdn.justuno.com	cdn.jst.ai	2016-01-14	X	2019-12-28	2021-02-25	dns	/vck.js (2)			
1402	v	0	bark.postaffiliatepro.com	login.dognet.sk	2015-03-01	X	2017-07-15	2016-11-29	dns				
1403	v	1	extendstudio.postaffiliatepro.com	login.dognet.sk	2015-03-01	X	2020-12-14	2016-11-29	dns				
1404	v	2	tnsb.postaffiliatepro.com	login.dognet.sk	2015-03-01	X	2019-03-28	2016-11-29	dns				
1405	v	0	costarica.agilecrm.com	bmedia.agilecrm.com	2017-07-01	2017-07-01	2019-01-07	2016-09-12	dns	cert	/stats/min/agile-min.js (28)		
1406	v	1	recruitee.agilecrm.com	bmedia.agilecrm.com	2017-07-01	2017-07-01	2015-03-02	2016-09-12	dns	cert	/stats/min/agile-min.js (28)		
1407	v	2	transparency.agilecrm.com	bmedia.agilecrm.com	2017-07-01	2017-07-01	2016-10-09	2016-09-12	dns	cert	/stats/min/agile-min.js (28)		
1408	v	3	samplerapp.agilecrm.com	bmedia.agilecrm.com	2017-07-01	2017-07-01	2017-09-12	2016-09-12	dns	cert	/stats/min/agile-min.js (28)		
1409	v	4	userlytics.agilecrm.com	bmedia.agilecrm.com	2017-07-01	2017-07-01	2018-02-24	2016-09-12	dns	cert	/stats/min/agile-min.js (28)		
